Post_ID;Post_Name;Post_Code;Riverbas_Name;WaterLab_Name;Latitude;Longitude;Controle_Date;Azot;BSK5;Zavisli;Kisen;Sulfat;Hlorid;Amoniy;Nitrat;Nitrit;Fosfat;SPAR;Permanganat;HSK;Fitoplan;Atrazin;Simazin
26940;р. Іква, 85 км, м.Кременець, техн в/з ;ЧЕР ДНЕПР 0981 0491 0348 0000 0000 0085 01 61;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Тернопільській області;50.169000;25.719000;2016-03-03;NULL;2.96;10.0;10.0;26.0;28.460000000000001;0.66000000000000003;4.5;4.0000000000000001E-2;2.9999999999999999E-2;0.0;NULL;13.5;NULL;NULL;NULL
27103;р. Дніпро, 92 км, н/б'єф Каховської ГЕС;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0092 46 65;Дніпро;БУВР нижнього Дніпра;46.758861;33.346331;2016-08-02;NULL;1.8999999999999999;0.0;6.5999999999999996;46.299999999999997;40.100000000000001;0.13;0.59999999999999998;0.0;0.22;0.0;NULL;27.0;NULL;NULL;NULL
27124;р. Інгулець, 124 км, с. Калінінське;ЧЕР ДНЕПР 0045 0000 0000 0000 0000 0124 09 65;Дніпро;БУВР нижнього Дніпра;47.117350;32.972727;2016-06-14;NULL;5.4000000000000004;28.100000000000001;10.199999999999999;498.0;351.0;0.14000000000000001;1.5;0.0;0.0;4.0000000000000001E-2;NULL;51.399999999999999;NULL;NULL;NULL
26946;р. Горинь, 67 км, с. Висоцьк, кордон з Білоруссю;ЧЕР ДНЕПР 0981 0412 0000 0000 0000 0067 06 56;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Рівненській області;51.707414;26.660258;2018-02-01;NULL;1.4199999999999999;7.7000000000000002;9.4700000000000006;22.73;34.740000000000002;1.0;4.4699999999999998;3.2000000000000001E-2;0.42399999999999999;1.7000000000000001E-2;10.59;25.5;NULL;NULL;NULL
26950;р. Случ, 406 км, с.Чернелівка, Красилівського р-ну, питний в/з м. Хмельницький;ЧЕР ДНЕПР 0981 0412 0105 0000 0000 0406 01 68;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Хмельницькій області;49.673178;26.825783;2017-11-16;NULL;4.25;11.0;4.6399999999999997;28.5;34.920000000000002;0.0;0.67600000000000005;0.027;0.747;0.0;12.0;14.0;NULL;NULL;NULL
26951;р. Случ, 203 км, м. Новоград-Волинський, питний в/з;ЧЕР ДНЕПР 0981 0412 0105 0000 0000 0203 02 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.574561;27.650556;2018-02-13;NULL;3.2000000000000002;5.5;14.960000000000001;42.0;38.0;0.27000000000000002;0.69999999999999996;0.14000000000000001;0.01;0.0;12.4;31.920000000000002;NULL;NULL;NULL
26953;р. Случ, 4 км, с.Колки;ЧЕР ДНЕПР 0981 0412 0105 0000 0000 0038 04 56;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Рівненській області;51.597286;26.640075;2018-02-01;NULL;2.2400000000000002;6.2000000000000002;8.3800000000000008;20.879999999999999;36.200000000000003;1.0900000000000001;4.1299999999999999;0.027;0.40200000000000002;1.7000000000000001E-2;10.199999999999999;21.800000000000001;NULL;NULL;NULL
26955;р. Ствига, 95 км, с. Познань, кордон з Білоруссю;ЧЕР ДНЕПР 0981 0339 0000 0000 0000 0095 01 56;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Рівненській області;51.602792;27.478933;2016-11-03;NULL;4.9500000000000002;6.5999999999999996;8.0999999999999996;24.699999999999999;14.199999999999999;0.56999999999999995;1.1499999999999999;8.9999999999999997E-2;0.12;3.0000000000000001E-3;8.9000000000000004;20.800000000000001;NULL;NULL;NULL
26956;р. Льва, 100 км, с. Переброди, кордон з Білоруссю;ЧЕР ДНЕПР 0981 0339 0043 0000 0000 0100 01 56;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Рівненській області;51.727239;26.981306;2018-11-12;NULL;2.96;6.7999999999999998;8.6400000000000006;19.960000000000001;13.5;0.88200000000000001;8.9900000000000002;7.4999999999999997E-2;9.2999999999999999E-2;1.0999999999999999E-2;7.9500000000000002;22.18;NULL;NULL;NULL
26963;р. Тетерів, 259 км, м.Житомир, питний в/з міста;ЧЕР ДНЕПР 0955 0000 0000 0000 0000 0259 01 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.220117;28.551319;2016-09-08;NULL;4.2400000000000002;6.0;10.800000000000001;48.0;26.0;0.14999999999999999;0.80000000000000004;1.2999999999999999E-2;5.9999999999999998E-2;0.0;18.0;47.700000000000003;NULL;NULL;NULL
26963;р. Тетерів, 259 км, м.Житомир, питний в/з міста;ЧЕР ДНЕПР 0955 0000 0000 0000 0000 0259 01 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.220117;28.551319;2017-11-07;NULL;3.2799999999999998;5.7000000000000002;12.800000000000001;61.0;30.0;0.14999999999999999;0.80000000000000004;4.0000000000000001E-2;4.8000000000000001E-2;0.0;13.6;34.399999999999999;NULL;NULL;NULL
26967;р. Ірша, 93 км, смт. Нова Борова, Іршанське вдсх. в/бєф, питний в/з селища;ЧЕР ДНЕПР 0955 0118 0000 0000 0000 0079 01 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.697422;28.613625;2016-11-10;NULL;3.75;4.7999999999999998;10.58;80.0;31.0;0.39000000000000001;1.5;3.2000000000000001E-2;8.0000000000000002E-2;0.0;14.699999999999999;36.18;NULL;NULL;NULL
26969;р. Возня, 8 км, с. Рудня Городищенська, питний в/забір м. Малин;ЧЕР ДНЕПР 0955 0118 0022 0000 0000 0008 01 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.709200;29.286833;2016-10-12;NULL;5.7599999999999998;4.7999999999999998;8.3200000000000003;32.0;27.0;0.57999999999999996;0.69999999999999996;0.014;5.0000000000000003E-2;0.0;19.899999999999999;50.5;NULL;NULL;NULL
26972;р. Ірпінь, 0,1 км, с.Козаровичі, гирло;ЧЕР ДНЕПР 0923 0000 0000 0000 0000 0001 02 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.743942;30.366742;2016-05-17;NULL;3.0;6.2999999999999998;8.3000000000000007;92.599999999999994;41.600000000000001;0.48999999999999999;1.3;0.68999999999999995;0.20000000000000001;0.01;NULL;29.399999999999999;NULL;NULL;NULL
26976;р. Дніпро, 855,5 км, водосховище, 500 м вище БСА;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0856 06 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.322792;30.628642;2017-09-18;NULL;5.0999999999999996;9.3000000000000007;5.2999999999999998;40.100000000000001;26.0;0.53000000000000003;6.5;0.94999999999999996;0.68000000000000005;0.01;NULL;28.800000000000001;NULL;NULL;NULL
26981;р. Дніпро, 739 км, м. Канів, н/б Канівської ГЕС, 2 км нижче греблі;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0739 11 71;Дніпро;Лабораторія моніторингу вод та ґрунтів  Черкаського РУВР Дніпровського БУВР;49.761000;31.471000;2016-05-17;NULL;2.5;8.1999999999999993;8.5999999999999996;30.0;23.0;0.34999999999999998;6.0;2.9999999999999999E-2;0.22;3.2000000000000001E-2;NULL;25.600000000000001;NULL;NULL;NULL
26983;р. Десна, 569 км, с. Камінь, Новгород-Сіверського р-ну (кордон з РФ) створ злиття р. Судость з  р. Десна;ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0569 02 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;52.286669;33.367956;2016-05-11;NULL;2.2200000000000002;14.199999999999999;0.57999999999999996;28.219999999999999;13.289999999999999;0.71999999999999997;1.5700000000000001;3.3000000000000002E-2;0.37;0.01;NULL;23.800000000000001;NULL;NULL;NULL
26984;р. Десна, 390 км, с. Спаське, Сосницького р-ну нижче Смоленської АЕС;ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0390 03 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;51.550158;32.626108;2018-02-12;NULL;1.6799999999999999;18.899999999999999;11.130000000000001;30.579999999999998;13.289999999999999;0.28000000000000003;1.6799999999999999;3.4000000000000002E-2;0.37;0.01;NULL;26.0;NULL;NULL;NULL
26986;р. Десна, 200 км, м. Чернігів, технічний в/з міста;ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0200 05 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;51.394244;31.271200;2018-07-17;NULL;1.8999999999999999;16.199999999999999;8.5999999999999996;47.82;11.52;0.20000000000000001;1.53;0.023;0.54000000000000004;0.01;NULL;30.0;NULL;NULL;NULL
26988;р. Десна, 3 км, м.Київ, Деснянський питний в/з міста;ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0003 07 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.551000;30.569000;2018-04-02;NULL;1.8;8.1999999999999993;9.1999999999999993;17.5;16.300000000000001;0.37;1.8;0.10000000000000001;0.20999999999999999;0.01;NULL;29.0;NULL;NULL;NULL
26991;р. Судость, 3 км, с. Грем'яч, Н.-Сіверського р-ну (кордон з РФ);ЧЕР ДНЕПР 0892 0574 0000 0000 0000 0003 01 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;52.339517;33.304907;2016-08-16;NULL;2.1699999999999999;10.699999999999999;7.1299999999999999;43.560000000000002;16.84;0.31;1.6699999999999999;4.2000000000000003E-2;1.0600000000000001;0.01;NULL;36.0;NULL;NULL;NULL
26993;р. Знобовка, 7 км, с. Нововасилівка, кордон з Росією, вихід МК осуш. сист., скиди стіч. вод;ЧЕР ДНЕПР 0892 0556 0013 0000 0000 0007 02 59;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Сумській області;52.335631;33.443617;2016-06-06;NULL;1.8999999999999999;12.0;6.7000000000000002;22.399999999999999;25.5;0.56999999999999995;1.9399999999999999;3.2000000000000001E-2;0.76000000000000001;0.0;NULL;19.300000000000001;NULL;NULL;NULL
26997;р. Шостка, 25 км, с. Гамаліївка, 25 км, с.Гамаліївка,вище техн.в/з м.Шостка ;ЧЕР ДНЕПР 0892 0500 0000 0000 0000 0025 01 59;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Сумській області;51.846289;33.569800;2016-11-10;NULL;2.6000000000000001;9.0;12.300000000000001;45.299999999999997;21.300000000000001;0.54000000000000004;1.3;0.23000000000000001;0.20000000000000001;0.0;NULL;24.5;NULL;NULL;NULL
27000;р. Сейм, 66 км, с. Мельня, авто/дор. міст, кордон Сумської і Чернігівської обл.;ЧЕР ДНЕПР 0892 0360 0000 0000 0000 0066 03 59;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Сумській області;51.332522;33.080416;2018-09-03;NULL;1.7;6.0;6.9000000000000004;51.5;19.800000000000001;0.19;1.25;0.02;1.4299999999999999;0.0;NULL;9.0;NULL;NULL;NULL
27006;р. Снов, 182 км, с. Тимоновичі, Семенівського р-ну (кордон з РФ);ЧЕР ДНЕПР 0892 0228 0000 0000 0000 0182 01 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;52.286597;32.427942;2016-12-01;NULL;1.79;11.699999999999999;9.9600000000000009;37.219999999999999;16.84;0.40999999999999998;1.8100000000000001;5.6000000000000001E-2;0.77000000000000002;0.01;NULL;29.300000000000001;NULL;NULL;NULL
27009;р. Ірпа, 2 км, с. Городок, Семенівського р-ну (кордон з РФ);ЧЕР ДНЕПР 0892 0228 0180 0000 0000 0002 01 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;52.263597;32.383628;2017-08-15;NULL;2.0699999999999998;11.800000000000001;6.7000000000000002;34.920000000000002;28.359999999999999;0.40999999999999998;2.0499999999999998;2.5999999999999999E-2;0.51000000000000001;0.01;NULL;25.800000000000001;NULL;NULL;NULL
27013;р. Білоус, 0,5 км, м. Чернігів;ЧЕР ДНЕПР 0892 0191 0000 0000 0000 0001 01 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;51.418389;31.253333;2016-05-24;NULL;1.8899999999999999;12.4;9.0199999999999996;47.82;23.93;1.5800000000000001;1.9099999999999999;0.34999999999999998;1.0700000000000001;0.01;NULL;37.700000000000003;NULL;NULL;NULL
27015;р. Стугна, 7,5 км, м.Обухів;ЧЕР ДНЕПР 0833 0000 0000 0000 0000 0008 01 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.158506;30.665217;2016-06-21;NULL;4.4000000000000004;6.5999999999999996;8.5999999999999996;72.900000000000006;33.299999999999997;0.22;1.3999999999999999;0.14000000000000001;0.22;0.01;NULL;30.5;NULL;NULL;NULL
27017;р. Дніпро, 597 км, с.Святилівка, в/з рибгоспу;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0597 13 53;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Полтавській області;49.427931;32.860031;2016-10-26;NULL;4.8399999999999999;7.7999999999999998;10.199999999999999;42.0;26.0;0.35099999999999998;1.1279999999999999;6.8000000000000005E-2;0.34200000000000003;5.3999999999999999E-2;11.720000000000001;38.850000000000001;NULL;NULL;NULL
27018;р. Дніпро, 580 км, с.Власівка, лівий берег, питний в/з м.Кременчук;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0580 14 53;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Полтавській області;49.131444;33.244892;2017-09-12;NULL;4.96;7.0;6.2000000000000002;40.0;23.0;0.505;1.6879999999999999;3.5000000000000003E-2;0.121;5.1999999999999998E-2;11.960000000000001;34.799999999999997;NULL;NULL;NULL
27020;р. Рось, 278 км, с.Кошів, кордон з Вінницькою обл.;ЧЕР ДНЕПР 0720 0000 0000 0000 0000 0278 01 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;49.495067;29.580639;2016-07-04;NULL;6.0;9.4000000000000004;7.0999999999999996;34.600000000000001;18.600000000000001;0.25;0.40000000000000002;5.9999999999999998E-2;0.14000000000000001;0.01;NULL;26.199999999999999;NULL;NULL;NULL
27022;р. Рось, 218 км, с.Глибочиця, с.Глибочиця,  питний в/з м.Біла Церква;ЧЕР ДНЕПР 0720 0000 0000 0000 0000 0218 03 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;49.760050;30.037989;2017-04-10;NULL;2.2000000000000002;8.0;8.5;27.199999999999999;25.899999999999999;0.22;2.7000000000000002;2.9999999999999999E-2;5.0000000000000003E-2;0.01;NULL;22.899999999999999;NULL;NULL;NULL
27023;р. Рось, 118 км, м.Богуслав, питний в/з міста;ЧЕР ДНЕПР 0720 0000 0000 0000 0000 0118 04 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;49.545608;30.867422;2017-09-18;NULL;8.0;12.800000000000001;6.2000000000000002;63.899999999999999;53.600000000000001;1.1200000000000001;4.9000000000000004;0.69999999999999996;0.92000000000000004;0.01;NULL;34.0;NULL;NULL;NULL
27027;р. Рось, 64 км,   м.Корсунь-Шевченківський, питний в/з                                               ;ЧЕР ДНЕПР 0720 0000 0000 0000 0000 0064 08 71;Дніпро;Лабораторія моніторингу вод та ґрунтів  Черкаського РУВР Дніпровського БУВР;49.400000;31.236000;2016-11-11;NULL;3.1000000000000001;6.4000000000000004;7.7999999999999998;36.0;45.0;0.23000000000000001;4.2000000000000002;3.3000000000000002E-2;0.53000000000000003;2.8000000000000001E-2;NULL;30.600000000000001;NULL;NULL;NULL
27030;р. Роставиця, 41 км, с.Строків, кордон Київської і Житомирської обл.";ЧЕР ДНЕПР 0720 0222 0000 0000 0000 0041 02 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;49.846396;29.598214;2018-06-12;NULL;7.5999999999999996;39.799999999999997;4.5;72.400000000000006;33.600000000000001;0.35999999999999999;1.8;0.10000000000000001;0.40000000000000002;0.01;NULL;44.299999999999997;NULL;NULL;NULL
27036;р. Тясмин, 120 км, м.Кам'янка, техн в/з міста;ЧЕР ДНЕПР 0610 0000 0000 0000 0000 0120 01 71;Дніпро;Лабораторія моніторингу вод та ґрунтів  Черкаського РУВР Дніпровського БУВР;49.037000;32.075000;2018-09-12;NULL;4.2000000000000002;9.9000000000000004;7.0;70.0;54.0;0.46000000000000002;2.7999999999999998;3.7999999999999999E-2;0.22;2.9999999999999999E-2;NULL;56.0;NULL;NULL;NULL
27045;р. Дніпро, 550 км, м. Горішні Плавні (м.Комсомольськ), питний в/з міста;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0550 20 53;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Полтавській області;49.005178;33.585653;2018-01-10;NULL;4.1200000000000001;7.0;11.0;38.0;23.0;1.2390000000000001;1.1799999999999999;2.9999999999999999E-2;0.214;4.9000000000000002E-2;11.56;33.950000000000003;NULL;NULL;NULL
27048;р. Дніпро, 462 км, смт. Аули, питний в/з м. Дніпро та м. Кам'янське;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0462 23 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.583744;34.482694;2017-11-08;NULL;1.3;8.0999999999999996;9.1799999999999997;30.039999999999999;23.039999999999999;0.27000000000000002;0.98999999999999999;4.0000000000000001E-2;0.26000000000000001;2.5000000000000001E-2;NULL;29.399999999999999;NULL;NULL;NULL
27052;р. Псел, 405 км, с. Бишкінь, а/д міст;ЧЕР ДНЕПР 0554 0000 0000 0000 0000 0405 04 59;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Сумській області;50.636806;34.611825;2016-10-19;NULL;2.5099999999999998;13.0;9.3100000000000005;63.100000000000001;19.899999999999999;0.46000000000000002;1.3200000000000001;0.031;0.53000000000000003;0.0;NULL;21.75;NULL;NULL;NULL
27055;р. Хорол, 280 км, с. Панасовка, вище техн в/з м.Липова Долина, а/д міст;ЧЕР ДНЕПР 0554 0112 0000 0000 0000 0280 01 59;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Сумській області;50.617389;33.820475;2018-01-17;NULL;1.8;8.0;2.7000000000000002;127.40000000000001;22.699999999999999;0.45000000000000001;5.1900000000000004;5.0000000000000003E-2;0.14999999999999999;0.0;NULL;28.5;NULL;NULL;NULL
27059;р. Ворскла, 273 км, с. Клементове, а/дор. міст, вище техн. в/з м.Охтирка;ЧЕР ДНЕПР 0509 0000 0000 0000 0000 0273 02 59;Дніпро;Лабораторія моніторингу вод та ґрунтів РОВР у Сумській області;50.385414;34.925867;2018-11-20;NULL;5.1600000000000001;7.5;12.300000000000001;105.0;49.600000000000001;0.38;3.3799999999999999;0.22;0.67000000000000004;0.0;NULL;30.0;NULL;NULL;NULL
27063;канал Дніпро-Донбас, 0,5 км, с. Шульгівка, після ГВК Дніпро-Донбас;ЧЕР ДНЕПР 0490 0000 0000 0000 0000 0001 01 12;Дніпро;Лабораторія моніторингу вод Управління каналу Дніпро-Донбас;48.738889;34.313889;2016-05-04;NULL;1.5;4.5999999999999996;9.0700000000000003;34.600000000000001;25.699999999999999;0.13800000000000001;0.33200000000000002;0.012;0.124;NULL;6.0999999999999996;NULL;NULL;NULL;NULL
27063;канал Дніпро-Донбас, 0,5 км, с. Шульгівка, після ГВК Дніпро-Донбас;ЧЕР ДНЕПР 0490 0000 0000 0000 0000 0001 01 12;Дніпро;Лабораторія моніторингу вод Управління каналу Дніпро-Донбас;48.738889;34.313889;2018-10-08;NULL;6.2000000000000002;9.5999999999999996;9.0999999999999996;40.740000000000002;20.800000000000001;0.442;0.55600000000000005;7.0000000000000001E-3;0.373;NULL;11.4;NULL;89911.0;NULL;NULL
27065;канал Дніпро-Донбас, 170 км, с.Орілька, Орільське водосховище, шлюзовий попуск;ЧЕР ДНЕПР 0490 0000 0000 0000 0000 0170 03 12;Дніпро;Лабораторія моніторингу вод Управління каналу Дніпро-Донбас;48.980169;36.034678;2017-07-19;NULL;1.8999999999999999;6.7000000000000002;8.1999999999999993;830.39999999999998;106.40000000000001;0.51500000000000001;1.4199999999999999;2.1999999999999999E-2;0.35799999999999998;NULL;10.199999999999999;NULL;NULL;NULL;NULL
27066;канал Дніпро-Донбас, 181 км, р.Орілька, міст, 1,5 км від гирла,;ЧЕР ДНЕПР 0490 0000 0000 0000 0000 0181 04 12;Дніпро;Лабораторія моніторингу вод Управління каналу Дніпро-Донбас;49.034622;36.103749;2018-11-14;NULL;2.6000000000000001;7.2000000000000002;7.4000000000000004;1796.0;225.0;0.11799999999999999;0.309;1.4999999999999999E-2;0.84399999999999997;NULL;9.9000000000000004;NULL;187.0;NULL;NULL
27068;канал Дніпро-Донбас, 215 км, верхній б'єф Краснопавлівського водосховища, скид у р. Сіверський Дінець;ЧЕР ДНЕПР 0490 0000 0000 0000 0000 0215 06 12;Дніпро;Лабораторія моніторингу вод Управління каналу Дніпро-Донбас;49.113823;36.500952;2018-02-20;NULL;2.1000000000000001;3.7000000000000002;10.32;453.5;85.5;0.311;2.0939999999999999;5.0000000000000001E-3;9.0999999999999998E-2;NULL;6.5999999999999996;NULL;2725.0;NULL;NULL
27071;р. Дніпро, 420 км, м. Дніпро, правий берег, Кайдакський питний в/з;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0420 24 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.492083;34.950228;2018-07-04;NULL;3.0;8.9000000000000004;7.6299999999999999;25.100000000000001;23.039999999999999;0.40999999999999998;0.87;2.9999999999999999E-2;0.13;2.5000000000000001E-2;NULL;34.899999999999999;NULL;NULL;NULL
27073;р. Дніпро, 404 км, м. Дніпро, ВП "ПдТЄС" ПАТ "ДТЕК Дніпроенерго", питний  в/з;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0404 26 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.411528;35.102308;2016-02-02;NULL;1.7;5.0;11.710000000000001;113.16;69.75;0.23999999999999999;1.29;2.9999999999999999E-2;0.35999999999999999;2.5000000000000001E-2;NULL;24.100000000000001;NULL;NULL;NULL
27075;р. Дніпро, 365 км, с. Військове, питний в/з Солонянського району;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0365 28 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.174839;35.172567;2018-03-28;NULL;2.7000000000000002;4.7000000000000002;11.56;58.840000000000003;31.91;0.38;3.6899999999999999;2.9999999999999999E-2;0.20999999999999999;2.5000000000000001E-2;NULL;25.100000000000001;NULL;NULL;NULL
