region,locationID,companyID,companyNAME,year2018
Хмельницька,680748,23836907,РЕГIОНАЛЬНИЙ ЦЕНТР СПЕЦIАЛЬНОГО  КОНТРОЛЮ  С.ЛАСТIВЦI КАМ.-П,0.001
Сумська,590843,23868186,"ФОП ШКАРУПА О.В., С.САД, СУМСЬКИЙ Р-Н",0.035
Дніпропетровська,121019,23935242,"ТОВ ""ЛЮБИМIВСЬКИЙ КАР'ЄР"", ДНIПРОПЕТРОВСЬКИЙ Р-Н",0.311
Кіровоградська,350348,24153091,"СМОЛIНСЬК ВКГ ОКВП ""ДНIПРО-КIРОВОГРАД""",0.339
Рівненська,560323,24176488,"ДКП ""РОКИТНЕВОДОКАНАЛ""",0.022
Львівська,461215,24298033,БУДИНКО УПРАВЛIННЯ  №1 ЯВIРСЬКОЇ КЕЧ,0.031
Харківська,631306,24339861,"ЛИМАНСЬКЕ ДПРСП, ЗМIЇВСЬКИЙ Р-Н",1.725
Черкаська,710180,24359125,"ВАТУТIНСЬКЕ КВП ""ВОДОКАНАЛ"", М. ВАТУТIНЕ, ЗВЕНИГОРОДСЬКИЙ Р-",0.599
Дніпропетровська,120868,24432974,"ШУ З ПIДЗЕМНОГО ВИДОБУТКУ РУДИ ПАТ ""АРСЕЛОРМIТТАЛ КРИВИЙ РIГ",0.972
Харківська,631955,24478597,"ХОБФ ""СОЦIАЛЬНА СЛУЖБА ДОПОМОГИ"", М.ХАРКIВ",0.002
Харківська,630396,24673063,IЗЮМСЬКЕ КВКП,0.713
Житомирська,180672,24964524,МАКАРIВСЬКА КВАРТИРНО-ЕКСПЛУАТАЦIЙНАЯ ЧАСТИНА РАЙОНУ  РАДОМИ,0.171
Житомирська,180058,24978549,БУДИНКОУПРАВЛIННЯ  №3 ЖИТОМИРСЬКОЇ  КЕЧ  СМТ.ОЗЕРНЕ ЖИТОМИРС,0.352
Одеська,510976,25032395,"КУЧУРГАНСЬКА ФIЛIЯ ВАТ""ОД.КОНСЕРВН.ЗД ДИТЯЧОГО ХАРЧУВАННЯ""С.",0.148
Одеська,510259,25040503,"ТОВ СП ""АКВАВIНТЕКС""  С.В.ДОЛИНА ОВIДIОПIЛЬСЬКИЙ Р-Н",0.007
Львівська,460148,25231485,"МКП ""ПЕРЕМИШЛЯНИВОДОКАНАЛ""",0.092
Львівська,461159,25237849,"ДП ""ПЛАЙ""",0.003
Львівська,461099,25240099,"ПП ""ФОРУМ-2""",0.004
Дніпропетровська,120556,25842467,"ФIЛIЯ ПРУВОКС ПАТ ""ДТЕК  ПАВЛОГРАДВУГIЛЛЯ"", М. ПАВЛОГРАД",15.89
Донецька,142021,25954611,"КРАСНОЛИМАНСЬКЕ БМЕУ,М.ЛИМАН",0.034
Донецька,142028,25954611,"КРАСНОЛИМАНСЬКЕ БМЕУ,СТ.СIЛЬ",0.003
Хмельницька,680734,25978652,"ГРОМАДСЬКЕ ОБ""ЄДН.""ВIКТОРIЯ""  ЗАЛIЗН.СТАНЦ.ЯРМОЛИНЦI",0.034
Луганська,90087,26349183,"ВП ""ШАХТА IМ.Д.Ф.МЕЛЬНИКОВА"" ПАТ""ЛИСИЧАНСЬКВУГIЛЛЯ"" М.ЛИСИЧА",0.045
Луганська,90095,26402983,"ВП ШАХТА""КАРБОНIТ"" ДП""ПЕРВОМАЙСЬКВУГIЛЛЯ"" П.КАРБОНIТ",0.022
Одеська,510760,26472133,"ТОВ ""ФIЛIЯ ""IНФОКСВОДОКАНАЛ"" М.ОДЕСА",9.34
Харківська,631850,2826721791,"ФОП ЧЕРНОВ А.С., КРАСНОКУТСЬКИЙ Р-Н",0.08
Донецька,144090,2868702171,ФОП ГЕРАСИМЕНКО С.А. М. ДОБРОПIЛЛЯ,0.154
Харківська,631791,2908006665,"ФОП ЗУЄВА К.А. (ТУР.КОМПЛЕКС ""ДОНЕЦЬКИЙ ЮРТ"" IЗЮМСЬКИЙ Р-Н",0.003
Харківська,630724,30039194,БОРIВСЬКЕ КВ ВКП,0.069
Дніпропетровська,120665,30063871,"ПРАТ ""ПЕТРИКIВСЬКИЙ РИБГОСП"", ПЕТРИКIВСЬКИЙ Р-Н",5.47
Хмельницька,680724,30064105,"ПРИВАТНЕ ПIДПР. ""АГРОПРОДУКТ""  С. МАЛАШIВЦI ХМЕЛЬНИЦЬКОГО Р-",0.002
Львівська,460869,30124106,КП ЛОПАТИНСЬКОЇ СЕЛИЩНОЇ РАДИ,0.019
Харківська,631468,30142319,"ТОВ ""ПРИКОЛОТНЯНСЬКИЙ ОЕЗ""ВЕЛИКОБУРЛУЦЬКИЙ Р-Н",0.169
Івано-Франківська,260638,30281318,СОЛОТВИНО ЖКГ,0.003
Івано-Франківська,260617,30497054,"ЖКП ""ТЕХНОСЕРВIС"" С.ПЯДИКИ КОЛОМИЙСЬКОГО Р-НУ",0.015
Рівненська,560900,30536302,КМКП М.КУЗНЕЦОВСЬК,2.75
Одеська,510738,30615813,"КВЄП ""ПОДIЛЬСЬКВОДОКАНАЛ"" М.ПОДIЛЬСЬК",0.659
Харківська,631925,30753688,"ПРАТ ""КОЛОС"", ДЕРГАЧIВСЬКИЙ Р-Н",0.026
Львівська,460986,30769965,"КП ""ГОСПОДАРНИК""",0.012
Черкаська,711602,30794986,"КП ""ВОДГЕО"", М.СМIЛА",1.116
Тернопільська,610039,30811696,"ЗАТ ""БУЧАЦЬКИЙ СИРЗАВОД"", м.БУЧАЧ",0.006
Івано-Франківська,260525,30905968,"ТОВ ""УНIПЛИТ"" СМТ.ВИГОДА",0.179
Тернопільська,610172,30919609,"КП ""МОНАСТИРИСЬКИЙ КОМУНСЕРВIС"", м.МОНАСТИРИСЬКА",0.026
Закарпатська,210445,30920038,"М.ПЕРЕЧИН, КП""КОМУНАЛЬНИК""",0.167
Херсонська,651528,30924247,"ФГ ""ПIВДЕННЕ"", С.ОЛЕКСIЇВКА, КАЛАНЧАЦЬКИЙ Р-Н",0.393
Рівненська,560317,30925565,"КП ""АКВА"" СМТ.ВОЛОДИМИРЕЦЬ",0.13
Запорізька,231235,30952117,"ТОВ ""МЕЛIТОПОЛЬСЬКИЙ ""АВТОГIДРОАГРЕГАТ"" М.МЕЛIТОПОЛЬ",0.009
Київська,322344,30965880,"ТОВ""БЕЛЛА-ЦЕНТР"" М. БЕРЕЗАНЬ",0.005
Закарпатська,210760,31002482,"СМТ.БУШТИНО, КП""БУШТИНОСЕРВIС""",0.006
Львівська,460841,31042894,ЖИТЛОВО КОМУНАЛЬНИЙ ВIДДIЛ ВИКОНКОМУ РОЗДIЛЬСЬКОЇ СЕЛИЩНОЇ Р,0.02
Івано-Франківська,260642,31075296,"ДО ""РЕЗИДЕНЦIЯ ""СИНЬОГОРА"" с.ГУТА",0.004
Полтавська,530745,31082371,"СКП  ""СЯЙВО"",  С. ЗАСУЛЛЯ  ЛУБЕНСЬКИЙ РАЙОН",0.036
Закарпатська,210819,31147627,"С.ОРОСIЕВО, ТОВ""ЧИЗАЙ""",0.004
Львівська,460843,31164710,НОВОКАЛИНIВСЬКЕ ВИРОБ. УПРАВ. ЖИТЛОВО-КОМУНАЛЬНОГО ГОСПОДАРС,0.054
Одеська,511073,31250097,"МКП ""ТЕПЛОДАРВОДОКАНАЛ"" М.ТЕПЛОДАР",0.291
Тернопільська,610167,31273711,"МКП ""КОМУНАЛЬНИК"", м.СКАЛАТ",0.011
Тернопільська,610007,31274165,"МКП ""ДОБРОБУТ"", м.БЕРЕЖАНИ",0.181
Донецька,142098,31297266,"ТОВ НВО ""IНКОР I К"" КХП ""ФЕНОЛЬНИЙ З-Д"", М.ТОРЕЦЬК",0.083
Тернопільська,610514,31299750,"ВЕЛИКОГАЇВСЬКИЙ СIЛЬКОМУНГОСП, с. В.ГАЇ",0.012
Львівська,460900,31358171,"ТЗОВ ""ЛЕОНI ВАЕРIНГ СИСТЕМС УА ГМБХ""",0.06
Одеська,511190,31378219,"КП ""ВОДОПОСТАЧАЛЬНИК"" М.ТАТАРБУНАРИ",0.048
Луганська,90315,31380846,"ПАТ ЛИСИЧАНСЬКИЙ СКЛОЗАВОД ""ПРОЛЕТАРIЙ""",0.23
Хмельницька,680398,31425132,"ГОСПРОЗРАХ.ПIДПР. ""ВОДОКАНАЛ""  СМТ НОВА УШИЦЯ",0.022
Житомирська,180692,31434346,"ТОВ ""КОМПЛЕКС ЕКОЛОГIЧНИХ СПОРУД"" М.БЕРДИЧIВ",0.49
Кіровоградська,350561,31446367,"СУБОТСЬКЕ СКП ""СIЛЬКОМУНГОСП"". ЗНАМ'ЯНСЬКИЙ Р-Н",0.007
Миколаївська,480344,31448144,"МКП ""МИКОЛАЇВВОДОКАНАЛ""",19.39
Львівська,461282,31475377,"ТЗОВ ""ДП МП УКРАЇНА""",0.001
Львівська,460248,31475513,ПЖКГ МОРШИНСЬКОЇ МIСЬКОЇ РАДИ,0.477
Львівська,461188,31487623,"ПРИВАТНА ВИРОБНИЧА ФIРМА ""М'ЯСОПРОМ""",0.007
Львівська,460567,31490044,"КП ""ПУСТОМИТИВОДОКАНАЛ""",0.165
Харківська,631560,31502976,"ТОВ ""БIЛДIНГ-СЕРВIС1"" ЗМIЇВСЬКИЙ Р-Н",1
Миколаївська,480669,31529081,"КП ""МIСЬКВОДОКАНАЛ"" (М.БАШТАНКА)",0.182
Рівненська,560800,31542385,"КП ""ВОДОКАНАЛ"" М.ОСТРОГ",0.175
Львівська,461260,31547320,"ПIДПРИЄМСТВО ""СТОЖАРИ"" ГIО ""ВЕЛЕС""",0.008
Рівненська,560001,31570412,"НПС ""НОВИНИ"" С.ПЛОСКА ОСТРОЗЬКИЙ РАЙОН",0.006
Полтавська,530272,31609905,"ЖИТЛОВО-КОМУНАЛЬНЕ ПIДПРИЄМСТВО, С. ПЕТРIВКА-РОМЕНСЬКА  ГАДЯ",0.024
Дніпропетровська,120112,31657751,"КП ""ТЕРНIВСЬКЕ ЖКП""",1.291
Львівська,460716,31677100,"ДП ""ВОДОКАНАЛ"" (М. ХОДОРIВ)",0.011
Полтавська,530498,31728762,"КП ""ЖЕО ""ТЕРЕШКIВСЬКОЇ С/Р"", С. ТЕРЕШКИ ПОЛТАВСЬКИЙ РАЙОН",0.117
Кіровоградська,350385,31754698,"ЖКП ""ОБРIЙ""С.КАТЕРИНIВКА",0.007
Сумська,590654,31766074,"ДП ""СТОК-СЕРВIС"" ПП ""ЕЛIПС"", М.РОМНИ",0.874
Херсонська,650491,31793187,"ПП ПЗОВ ДОТ ""АВРОРА"", М.СКАДОВСЬК",0.002
Дніпропетровська,120883,31802573,"ПРАТ ""ЕНЕРГОРЕСУРСИ"", М. НIКОПОЛЬ",3.371
Дніпропетровська,120402,31802662,"СМКП ""ВОДОКАНАЛ"", М. СИНЕЛЬНИКОВЕ",0.588
Тернопільська,610192,31877324,"ПМП ""КОМУНСЕРВIС"", смт.МИКУЛИНЦI",0.043
Закарпатська,210730,31880143,"СМТ.КОБЕЛЕЦЬКА ПОЛЯНА, ВЖКП",0.007
Чернівецька,770351,31887196,"ТОВ ТПК ""ГРIН РЕЙ"" м. НОВОСЕЛИЦЯ, ВУЛ. ГОЛОВНА, 93",0.002
Сумська,590688,31952165,"ДКП ""НЕДРИГАЙЛIВВОДОСЕРВIС"", НЕДРИГАЙЛIВСЬКИЙ Р-Н",0.038
Тернопільська,610145,31966157,"КП ПО БЛАГОУСТРОЮ ЛАНОВЕЦЬКОЇ МIСЬКРАДИ, м.ЛАНIВЦI",0.068
Тернопільська,610092,31973452,"МКП ""ЗБАРАЖ"", м.ЗБАРАЖ",0.143
Хмельницька,680392,32013356,"КОМУН.ПIДПР.""МIСЬКВОДОКАНАЛ""  М. ДУНАЇВЦI",0.158
Сумська,590728,32024017,"ТОВ ""ТЕПЛОЕНЕРГО"", СМТ.КРАСНОПIЛЛЯ",0.039
Луганська,90457,32026192,"КП ""РУБIЖАНСЬКЕ ВИРОБНИЧЕ УПРАВЛIННЯ ВОДОПРОВIДНО-КАНАЛIЗАЦI",2.459
Дніпропетровська,121140,32049199,"ТОВ ""МЕТРО КЕШ ЕНД КЕРРI УКРАЇНА"" ТЦ - 26, ДН-ВСЬКИЙ Р-Н",0.003
Донецька,144307,32049199,"ТОВ ""МЕТРО КЕШ ЕНД КЕРI УКРАЇНА"", М. МАРIУПОЛЬ",0.02
Харківська,632174,32049199,"ТОВ ""МЕТРО КЕШ ЕНД КЕРI УКРАЇНА"", М.ХАРКIВ",0.004
Закарпатська,210611,32074563,"СМТ.ДУБОВЕ, КП ДУБIВСЬКЕ ПIДПРИЄМСТВО ПО ВОДОПОСТАЧАННЮ",0.043
Івано-Франківська,260192,32167199,"МКП ""КОСIВМIСЬКВОДОСЕРВIС"" М.КОСIВ",0.073
Одеська,511841,32179991,"ПП ""ВIТЯЗЬ"" М.КIЛIЯ",0.255
Дніпропетровська,120685,32182594,"КП  ""ЖОВТОВОДСЬКИЙ ВОДОКАНАЛ"" ДОР, М. ЖОВТI ВОДИ",2.452
Сумська,590431,32194437,"КП ""БУРИНЬ-ТЕПЛОСЕРВIС"", М.БУРИНЬ",0.053
Вінницька,50605,32213302,"ШАРГОРОДСЬКЕ КОМУНАЛЬНЕ ПIДПРИЄМСТВО ""КОМУНСЕРВIС""",0.073
Хмельницька,680397,32231431,"КОМУН.ГОСПРОЗРАХУНКОВЕ ПIДПР.""ЗЛАГОДА"" СМТ ЛЕТИЧIВ",0.044
Одеська,511082,32266160,"КП ""ВОДОПОСТАЧ"" СМТ.ОВIДIОПОЛЬ",0.014
Тернопільська,610131,32291616,"КП ""МIСЬКВОДГОСП"", м.КРЕМЕНЕЦЬ",0.32
Луганська,91268,32292929,"ПРАТ ""ЛИНIК"" М.ЛИСИЧАНСЬК",0.089
Дніпропетровська,120190,32293435,"ТОВ ""ОБ`ЄДНАННЯ НОВОМИКОЛАЇВСЬКИЙ КАР`ЄР"", С. НОВОМИКОЛАЇВКА",0.249
Одеська,510747,32319458,"КП ""СВIТЛО"" М.КIЛIЯ",0.148
Харківська,632139,32335218,"КП ОБЛАСНИЙ IНФОРМАЦIЙНО-ТЕХНIЧНИЙ ЦЕНТР ,М.ХАРКIВ",0.03
Івано-Франківська,260759,32356196,"КП ""СЕЛИЩНЕ КОМУНАЛЬНЕ ПIДПР-ВО"" С-ЩЕ ВОРОХТА",0.012
Запорізька,230325,32359252,"ГКП ВКГ ""МIСЬКВОДОКАНАЛ"" ПМР М. ПОЛОГИ",0.428
Дніпропетровська,120103,32365106,"ДП ""САНАТОРIЙ ""СЛАВУТИЧ"", М. ВЕРХНЬОДНIПРОВСЬК",0.04
Рівненська,560981,32404202,"КП ""ЕКОСЕРВIС"" М.САРНИ",0.404
Запорізька,231899,32407360,"КП ""БIЛЕНЬКЕ"" ЗАПОРIЗЬКИЙ Р-Н",0.031
Кіровоградська,350129,32443021,"ДКП ""КОМУНАЛЬНИК"" СМТ.ОНУФРIIВКА",0.008
Харківська,631586,32449112,КП ЗОЛОЧIВСЬКЕ РАЙОННЕ ЖКГ,0.011
Херсонська,651315,32503478,"КП ""ОЧИСНI СПОРУДИ"",М.СКАДОВСЬК",0.084
Тернопільська,610022,32517370,"ДП ""ТЕХНIКА"", м.БОРЩIВ",0.119
Кіровоградська,350119,32537046,"БОБРИНЕЦЬКЕ МКП ""МIСЬКВОДОКАНАЛ""",0.05
Харківська,631695,32565419,"ТОВ ""ЛОЗIВСЬКИЙ КОВАЛЬСЬКО-МЕХАНIЧНИЙ ЗАВОД""",0.351
Черкаська,710166,32585571,"КП ""КАМЯНСЬКИЙ ВОДОКАHАЛ"", М. КАМЯНКА",0.044
Черкаська,711434,32601205,"КП ""МIСЬКИЙ ВОДОКАНАЛ"", М.ЗОЛОТОНОША",0.763
Львівська,460898,32673400,"ТЗОВ ""КОРМОТЕХ""",0.015
Вінницька,50991,32721820,"КВЕП ""ВАПНЯРКАВОДОКАНАЛ"" ТОМАШПIЛЬСЬКИЙ Р-Н",0.01
Дніпропетровська,121183,32723351,"ТОВ ""ТОРГIВЕЛЬНО ТРАНСПОРТНА КОМПАНIЯ"", ДНIПРОПЕТРОВСЬКИЙ Р-",0.001
Житомирська,180687,32746557,"БЕРЕЗIВСЬКЕ БАГАТОФУНКЦIОНАЛЬНЕ КОМУНАЛЬНЕ ПIД-ВО ""КАСКАД"" Ж",0.002
Львівська,460200,32747220,СЛАВСЬКЕ КОМУНАЛЬНЕ ВОДОКАНАЛIЗАЦIЙНЕ ПIДПРИЄМСТВО,0.043
Івано-Франківська,260640,32765297,"КП ""ЖЕК"" БРОШНIВ-ОСАДСЬКОЇ ОТГ С-ЩЕ БРОШНIВ",0.093
Одеська,511084,32795506,"КП ""ВОДОКАНАЛ"" М.АРЦИЗ",0.206
Харківська,631662,32859154,"КП ""ДЖЕРЕЛО"", М.КРАСНОКУТСЬК",0.044
Львівська,461234,32863918,"ПП ""ЗЕЛЕНИЙ БIР"" ЛIКУВАЛЬНО-ОЗДОРОВЧИЙ КОМПЛЕКС",0.001
Чернігівська,741061,32895627,"КП ""КОЗЕЛЕЦЬВОДОКАНАЛ"" СМТ. КОЗЕЛЕЦЬ",0.04
Чернігівська,741057,32936720,"КП ""БАХМАЧ - ВОДСЕРВIС"" М. БАХМАЧ",0.205
Харківська,632149,32950991,"ПП ""ЦЕФЕЙ"", ДЕРГАЧIВСЬКИЙ Р-Н",0.005
Львівська,460973,32993129,"ДОЧ. П. ""ЕН ДЖI МЕТАЛ УКРАЇНА"" КОМП. Н.ГРАВЕСЕН МЕТАЛВАРЕФАБ",0.003
Київська,321962,33018727,КПП ГЛЕВАХСЬКА СIЛЬСЬКА РАДА ВАСИЛЬКIВСЬКИЙ Р-Н,0.429
Львівська,460279,33073442,"ДП ""МIЖНАРОДНИЙ АЕРОПОРТ ""ЛЬВIВ""  IМ. ДАНИЛА ГАЛИЦЬКОГО",0.459
Дніпропетровська,121021,33075778,"КП ""ФРУНЗЕНСЬКЕ ЖКП"" ШИРОКIВСЬКИЙ Р-Н",0.024
Львівська,460910,33080156,"КП ""РАВА-РУСЬКЕ БУДИНКОУПРАВЛIННЯ № 2""",0.103
Львівська,460060,33086713,"ТЗОВ ""ТРУСКАВЕЦЬКИЙ ВОДОКАНАЛ""",0.525
Миколаївська,480348,33089321,"КП ""ПЕРВОМАЙСЬКИЙ МIСЬКИЙ ВОДОКАНАЛ""",1.246
Чернівецька,770034,33089761,ЗАСТАВНIВСЬКЕ ВУЖКГ,0.046
Чернівецька,770092,33094368,СОКИРЯНСЬКЕ ВУЖКГ,0.123
Сумська,590543,33107963,"ФIЛIЯ ПРАТ""СЛОБОЖАНСЬКА БУДIВЕЛЬНА КЕРАМIКА"", С. ПЛАВИНИЩЕ,",0.02
Чернівецька,770031,33108794,"ВАТ ""ЦУКРОВИЙ ЗАВОД ""ХРЕЩАТИК"" СМТ КОСТРИЖIВКА",0.02
Одеська,510144,33113076,"КIЛIЙСЬКИЙ СУДНОБУДIВЕЛЬНО-СУДНОРЕМОНТНИЙ ЗАВОД"" ПРАТ ""УДП""",0.03
Кіровоградська,350116,33124135,"КП ""МАЛА ВИСКА ВОДОКАНАЛ""",0.056
Херсонська,651793,33124250,"ТОВ ""РИС УКРАЇНИ"", СКАДОВСЬКИЙ Р-Н",1.58
Київська,322075,33155734,"ТОВ ""ОВОСТАР""С, КАЛИНIВКА МАКАРIВСЬКИЙ Р-Н",0.051
Сумська,590440,33246103,"КП ЖКГ ""ЛИПОВОДОЛИНСЬКЕ"", СМТ. Л.ДОЛИНА",0.022
Харківська,630390,33258999,"КП  ""БОГОДУХIВВОДА""",0.035
Луганська,91336,33270581,"ПАТ ""СЄВЄРОДОНЕЦЬКЕ ОБ`ЄДНАННЯ""АЗОТ"" М.СЄВЄРОДОНЕЦЬК",5.547
Сумська,590490,33370269,"ПАТ ""ОХТИРСЬКИЙ СИРКОМБIНАТ"" ПП ""РОСЬ"", М. ОХТИРКА",0.022
Чернігівська,741148,33380497,"КОМУНАЛЬНЕ ПIДПРИЕМСТВО ВКГ ""IЧЕНЬ"" М. IЧНЯ",0.219
Донецька,142825,33380539,"ПРАТ  ""УКРАЇНСЬКИЙ БЕКОН"", М. КОСТЯНТИНIВКА",0.067
Сумська,590866,33429825,"КП ""ВОДОКАНАЛ"", М.БIЛОПIЛЛЯ",0.149
Львівська,460174,33465198,"КП ""РАДЕХIВСЬКЕ ВКГ""",0.132
Львівська,461096,33505963,"ТЗОВ ""ТОВАРИСТВО З IНОЗЕМНИМИ IНВЕСТИЦIЯМИ ""ГОРАРИ""",0.01
Івано-Франківська,260267,33586885,"КП ""ТЛУМАЧ-ВОДОКАНАЛ"" С.ГОНЧАРIВКА ТЛУМАЦЬКОГО Р-НУ",0.099
Чернівецька,770321,336338873,"ТОВ ""БУКОФРУТ"" с.МАМАЇВЦI, КIЦМАНСЬКОГО РАЙОНУ",0.031
Львівська,461177,33694992,"ТЗОВ ""ПАРАДIС СЕРВIС"" ГОТЕЛЬНИЙ КОМПЛ. З ЛIКУВ.ВЛАСТИВОСТЯМИ",0.003
Дніпропетровська,120397,33855098,"КВП КМР ""МIСЬКВОДОКАНАЛ"", М. КАМЯНСЬКЕ",3.874
Тернопільська,610262,34043157,"КП ""ШУМСЬК КОМУНСЕРВIС"", смт.ШУМСЬК",0.045
Дніпропетровська,120821,34059188,"ПРАТ ""ХIМДИВIЗIОН"", М. КАМЯНСЬКЕ",0.329
Чернівецька,770115,34091022,ХОТИНСЬКЕ ВУЖКГ,0.083
Одеська,510723,34108926,"КП ""АНАНЬЇВ-ВОДОКАНАЛ"" М.АНАНЬЇВ",0.028
Кіровоградська,350113,34200667,"КП ""ОБЕРIГ"" СМТ.ОЛЕКСАНДРIВКА",0.046
Львівська,461244,34219442,"ТЗОВ ""РIО ШАМПIНЬЙОН""",0.008
Одеська,512026,34220311,"КП""БАЛТАВОДОКАНАЛ"" М.БАЛТА",0.135
Кіровоградська,350118,34262959,"КП ""НIЛОТ"" СМТ.ДОБРОВЕЛИЧКIВКА",0.032
Хмельницька,680722,34282630,"КОМУН.ПIДПР.""КОМУНАЛЬНИК-СБ""  ЗАЛIЗН.СТАНЦ. БОГДАНIВЦI ХМЕЛЬ",0.041
Житомирська,180697,34283298,"КОМУНАЛЬНЕ ПIДПРИЄМСТВО ""ГОЛОВИНО-ДОБРОБУТ"" ЧЕРНЯХIВСЬКИЙ Р-",0.014
Закарпатська,210444,34406814,"М.ЧОП, МКГ ЖКГ""ТИСА""",0.245
Харківська,631731,34445649,"ТОВ ""СТРIЛЕЧА ВОДОКАНАЛ, ЖИТЛО, ПОБУТСЕРВIС"", ХАРКIВСЬКИЙ Р-",0.056
Харківська,630385,34473807,"КП ""ВОДА"" ВАЛКIВСЬКОЇ РАЙОННОЇ РАДИ",0.078
Луганська,91429,34502350,"ТДВ ""ПОПАСНЯНСЬКИЙ ВАГОНОРЕМОНТНИЙ ЗАВОД""",0.066
Чернівецька,770322,34508403,"КП ""НОВОСЕЛИЦЬКА МIСЬКА ТЕПЛОМЕРЕЖА"" м.НОВОСЕЛИЦЯ,ВУЛ.1 ТРАВ",0.082
Полтавська,531157,34544301,"ТОВ ""МЕТРО КЕШ ЕНД КЕРI УКРАЇНА"", С.СУПРУНIВКА ПОЛТАВСЬКИЙ Р",0.014
Донецька,144311,34550708,"ТОВ ""МАРIСТ-ТРЕЙД"", М.МАРIУПОЛЬ",0.03
Херсонська,652543,34554587,"ТОВ ""СЛАВИЧ.А"" ГОЛОПРИСТАНСЬКИЙ Р-Н",0.002
Тернопільська,610367,34581427,"БУЧАЦЬКИЙ КОЛЕДЖ ПОДIЛЬСЬКОГО АТУ, с.ТРИБУХIВЦI",0.014
Дніпропетровська,120071,34614593,"ТОВ ""КОМПАНIЯ ЕНЕРГОМАКС"" М. КРИВИЙ РIГ",0.008
Дніпропетровська,120400,34621490,"КП ДОР ""АУЛЬСЬКИЙ ВОДОВIД""",5.755
Львівська,461259,3463805770,ФОП МАТВIЇШИН IГОР ОЛЕГОВИЧ,0.01
Харківська,632042,34643996,"ПП ""ЦУКРОВИК-АГРО"", КРАСНОКУТСЬКИЙ Р-Н",0.068
Тернопільська,610525,34699310,"ПП ""АГРОСПЕЦГОСП""",0.016
Житомирська,180681,34747369,"КОМУНАЛЬНЕ ПIДПРИЄМСТВО ""ПРОЛIСОК"" НОВОIВНИЦЬКОЇ СIЛЬСЬКОЇ Р",0.055
Львівська,461214,34754711,"ПП ""КАПIТАЛЬНЕ БУДIВНИЦТВО I РЕМOНТ""",0.089
Харківська,631744,34793588,"КП ""ПРОХОДIВСЬКЕ ДЖЕРЕЛО"", ДЕРГАЧIВСЬКИЙ Р-Н",0.01
Тернопільська,610517,34852936,"ТОВТСТЕНСЬКЕ КП, смт. ТОВСТЕ",0.013
Запорізька,230039,34879497,ТРУДIВСЬКЕ КАР`ЄРОУПРАВЛIННЯ С.ТРУДОВЕ КУЙБИШЕВСЬКИЙ РАЙОН,0.003
Львівська,461063,34962417,"ТЗОВ ""МИКОЛАЇВСЬКА РМС""",0.364
Закарпатська,210440,35056062,"М.БЕРЕГОВО, ТОВ""ВОДОКАНАЛ КАРПАТВIЗ""",0.362
Чернігівська,740462,35074998,"КП ""ГОСПОДАР"" ВАРВИНСЬКОЇ СЕЛИЩНОЇ РАДИ СМТ. ВАРВА",0.101
Закарпатська,210443,35104655,"СМТ.ВОЛОВЕЦЬ, КПВС""ВОДОКАНАЛСЕРВIС""",0.024
Запорізька,231468,35124781,"ВК ""ФРУКТОВЕ"" МЕЛIТОПIЛЬСЬКИЙ Р-Н",0.01
Львівська,460389,35148383,"КП ""ОБРОШИН""",0.062
Львівська,461191,35173399,"ТЗОВ ""АГРАРНА ПЕРСПЕКТИВА"" С. ВОЛИЦЯ  МОСТИСЬКИЙ Р-Н",0.025
Рівненська,561076,35190220,"ТЗОВ ""ХМИЗИ-СЕРВIС"" М.КОСТОПIЛЬ",0.027
Чернівецька,770293,35221652,"КП ""СТОРОЖИНЕЦЬКЕ  ЖКГ2",0.171
Львівська,460789,35259622,РАЛIВСЬКЕ УПРАВЛIННЯ ЖИТЛОВО-КОМУНАЛЬНОГО ГОСПОДАРСТВА-1,0.031
Черкаська,711897,35308915,"ТОВ ЖКСШ, М. ЖАШКIВ",0.009
Житомирська,180509,35328136,"ЛЮБАРСЬКЕ КОМУНАЛЬНЕ ПIДПРИЄМСТВО ""ДОБРОБУТ""",0.039
Львівська,461074,35344068,"КП ""ВОЛЯ-ВИСОЦЬКЕ КГ ""ВИТЯЗЬ""",0.01
Тернопільська,610524,353687546,"ДП ""ДIНТЕР УКРАЇНА СКАЛА""",0.023
Донецька,141781,35397790,"ДОНЕЦЬКЕ РЕГIОНАЛЬНЕ ВИРОБНИЧЕ УПРАВЛIННЯ КП ""ВОДА ДОНБАСУ""",3.054
Донецька,141804,35397832,"МАРIУПОЛЬСЬКЕ РЕГIОНАЛЬНЕ ВИРОБНИЧЕ УПРАВЛIННЯ КП ""ВОДА ДОНБ",3.561
Донецька,142812,35397853,"РУЕК КП ""ВОДА ДОНБАСУ"", М. ГОРЛIВКА",1.9
Донецька,142230,35397869,"ДРУЖКIВСЬКЕ ВУВКГ КП ""КОМПАНIЯ ""ВОДА ДОНБАСУ"" , М.ДРУЖКIВКА",1.427
Донецька,142800,35397869,"СЛОВ'ЯНСЬКЕ РЕГIОНАЛЬНЕ ВИРОБНИЧЕ УПРАВЛIННЯ КП ""ВОДА ДОНБАС",0.018
Донецька,142807,35397900,"ЧАСОВОЯРСЬКЕ РЕГIОНАЛЬНЕ ВИРОБНИЧЕ УПРАВЛIННЯ КП ""ВОДА ДОНБА",0.422
