region,locationID,companyID,companyNAME,year2018
Львівська,460939,35413749,"ТЗОВ ""ЕНЕРГIЯ -ТЕПЛОВОДСЕРВIС""",0.258
Одеська,511345,35452222,"КП ""НАБЕРЕЖНЕ""БIЛЯЇВСЬКИЙ Р-Н С.НАБЕРЕЖНЕ",0.036
Тернопільська,610118,35452861,"""КОЗОВА КОМУНСЕРВIС"", смт.КОЗОВА",0.097
Дніпропетровська,120892,35484610,"ТОВ ""МЕТIНВЕСТ - КРМЗ"", М. КРИВИЙ РIГ",0.158
Житомирська,180511,35485609,ХОРОШIВСЬКЕ ЖИТЛОВО-КОМУНАЛЬНЕ ПIДПРИЄМСТВО,0.043
Донецька,140844,35580838,"ВОЛНОВАСЬКЕ ВУВКГ КП ""ВОДА ДОНБАСУ"",М.ВОЛНОВАХА",0.973
Донецька,142653,35580885,"КП ""КОМПАНIЯ ВОДА ДАНБАСУ ""КIРОВСЬКЕ ВУВКГ",1.25
Донецька,142318,35580890,"КП ""КОМПАНIЯ ВОДА ДОНБАСУ"" ЛИМАНСЬКЕ ВУВКГ,М.ЛИМАН",0.467
Донецька,140723,35580927,"КП ""КОМПАНIЯ ВОДА ДОНБАСУ"" СЕЛIДОВСЬКИЙ ВУВКГ",1.178
Донецька,140755,35580932,"КП ""КОМПАНIЯ ВОДА ДОНБАСУ "" ТОРЕЗСЬКЕ ВУВКГ М. ТОРЕЗ",1.063
Донецька,142994,355810077,"ДЕБАЛЬЦIВСЬКЕ ВУВКГ, ЄНАКIЄВСЬКЕ ВУВКГ, М.ДЕБАЛЬЦЕВЕ",0.351
Донецька,140728,35581061,"КП ""КОМПАНIЯ ВОДА ДОНБАСУ"" ДОБРОПОЛЬСЬКЕ ВУВКГ",1.483
Донецька,144707,35581077,"КП ""КОМПАНIЯ"" ""ВОДА ДОНБАСУ"", ЄНАКIЄВСЬКЕ ВУВКГ, М.ЄНАКIЄВЕ",2.629
Донецька,140751,35581103,"КП ""КОМПАНIЯ ВОДА ДОНБАСУ"" СНIЖНЯНСЬКЕ ВУВКГ М. СНIЖНЕ",0.774
Донецька,140756,35581119,"КП ""КОМПАНIЯ ВОДА ДОНБАСУ "" ШАХТАРСЬКЕ ВУВКГ",1.06
Одеська,510717,35581810,"КП ""ОКНЯНСЬКИЙ КОМУНАЛЬНИК"" СМТ.ОКНИ",0.019
Луганська,91089,35629024,"КП ""ЖИЛБУДСЕРВIС"" М.ЩАСТЯ НОВОАЙДАРСЬКИЙ РАЙОН",0.383
Донецька,140754,35637166,"КП ""КОМПАНIЯ ВОДА ДОНБАСУ"" МВК,М.АМВРОСIЄВКА",0.079
Львівська,461014,35653701,"КП ""ДАВИДIВСЬКЕ""",0.045
Закарпатська,210818,35771408,"М.БЕРЕГОВО, ТОВ""ФРУТ МАЙСТЕР ФУДС""",0.005
Запорізька,231524,35834331,"ТОВ ""АГРОПРОIНВЕСТ 08"" ВIЛЬНЯНСЬКИЙ РАЙОН",0.003
Тернопільська,610103,35846237,"КП ""ЗБОРIВСЬКИЙ ВОДОКАНАЛ"", м.ЗБОРIВ",0.119
Донецька,142227,35887472,"КОСТЯНТИНIВСЬКЕ ВУВКГ КП ""КОМПАНIЯ ВОДА ДОНБАСУ"" М. КОСТЯНТИ",1.614
Миколаївська,480704,35916204,"КП ""ПРИБУЗЬКЕ""",0.036
Тернопільська,610183,36023766,"ТЕРЕБОВЛЯНСЬКИЙ ККП, м.ТЕРЕБОВЛЯ",0.133
Сумська,590433,36079955,"ТОВ ""ВОДОЛIЙ-БС"", СМТ.ЯМПIЛЬ",0.055
Тернопільська,610011,36084902,"КП ""ПIДГАЙЦI-ВОДОКАНАЛ"", м.ПIДГАЙЦI",0.03
Закарпатська,210163,36210111,"С.МУЖIЄВО, ТОВ""КОТНАР-М""",0.004
Рівненська,561208,36278206,"КП ""КОРЕЦЬЖИТЛОВОДОКАНАЛ"" М.КОРЕЦЬ",0.027
Тернопільська,610174,36338715,"МОНАСТИРИСЬКА ЦКР ЛIКАРНЯ, м.МОНАСТИРИСЬКА",0.002
Закарпатська,210447,36428735,"М.РАХIВ, КП""РАХIВТЕПЛО""",0.218
Харківська,631827,36555336,"КП ""ЧУГУЇВВОДА""",0.821
Вінницька,50602,36575284,"КП ""ХМIЛЬНИКВОДОКАНАЛ"" ХМIЛЬНИЦЬКОЇ МIСЬКОЇ РАДИ",0.007
Житомирська,180510,36575621,"КОМУНАЛЬНЕ ПIДПРИЄМСТВО ""ВОДОКАНАЛ"" ЄМIЛЬЧИНСЬКОЇ СЕЛ. РАДИ",0.02
Дніпропетровська,120684,36607305,"ТОВ ""КАРАЧУНIВСЬКИЙ РИБГОСП"", М. ДНIПРО",0.12
Дніпропетровська,120395,36615515,"КП ""НОВОМОСКОВСЬК ВОДОКАНАЛ""",1.931
Вінницька,50587,36708824,"КП ""IЛЛIНЦIВОДОКАНАЛ"" IЛЛIНЕЦЬКОЇ МIСЬКОЇ РАДИ",0.231
Вінницька,51126,36759156,"КП ""ТУЛЬЧИНВОДОКАНАЛ""",0.443
Полтавська,530230,36770447,"КП ""ЛУБНИ-ВОДОКАНАЛ"" ЛМР,  М. ЛУБНИ",1.02
Черкаська,711370,36783147,"КП ""ЧИГИРИН"", М.ЧИГИРИH",0.11
Київська,321489,36832644,"ТОВ ""ЧIПСИ ЛЮКС"" СТ.ПЕТРIВЦI ВИШГОРОДСЬКИЙ Р-Н",0.179
Донецька,144541,36893728,"ТОВ ""ВК ЕЛТЕКО"".М.КОСТЯНТИНIВКА",0.015
Хмельницька,680407,36922947,"КП ""КОМУНАЛЬНИК -2011""  СМТ ЯРМОЛИНЦI",0.048
Тернопільська,610407,36974707,"ДРУЖБIВСЬКИЙ ККП, смт.ДРУЖБА",0.021
Тернопільська,610058,36979181,"КП ""ВОДОКАНАЛ-СЕРВIС"", смт.ГУСЯТИН",0.078
Луганська,91521,36999957,"НАУКОВО-ВИРОБНИЧЕ ПIДПРИЄМСТВО ""ЗОРЯ"" М.РУБIЖНЕ",0.779
Харківська,631992,37083454,"КП ""ЗМIЇВ-СЕРВIС"", ЗМIЇВСЬКИЙ РАЙОН",0.194
Запорізька,232450,37129069,"ТОВ ""РОЗТОРГ НАФТА"" М. ЗАПОРIЖЖЯ",0.002
Житомирська,180661,37155848,ВАКУЛЕНЧУКIВСЬКЕ СЕЛИЩНЕ КОМУНАЛЬНЕ ПIДПРИЄМСТВО ЧУДНIВСЬКИЙ,0.093
Львівська,460029,37199618,ВЕЛИКОЛЮБIНСЬКЕ МПД №14 ДП СПИРТОВОЇ ТА ЛIКЕРО-ГОРIЛЧАНОЇ ПР,0.011
Львівська,460124,37199618,РАВА-РУСЬКА МПД № 11 ДП СПИРТОВОЇ ТА ЛIКЕРО-ГОРIЛЧАНОЇ ПРОМИ,0.252
Житомирська,180683,37260273,"КОМУНАЛЬНЕ ПIДПРИЄМСТВО ""ДЖЕРЕЛО"" IГНАТПIЛЬСЬКОЇ СIЛЬСЬКОЇ Р",0.012
Миколаївська,480678,37307321,"КП ""ОЛЬШАНСЬКЕ""",0.124
Донецька,144023,37339327,"ПАО ""ЦОФ ""РОССIЯ"",ПОКРОВСЬКИЙ  Р-Н",0.031
Рівненська,561323,37344625,"КП ""КОМУНАЛЬНИК"" М.РАДИВИЛIВ",0.098
Харківська,631929,37346355,"КП ""ТЕПЛОВОДСЕРВIС"", ЛОЗIВСЬКИЙ Р-Н",0.09
Чернігівська,741490,37348216,"КП ""ВОДА"" КОРОПСЬКОЇ СЕЛИЩНОЇ РАДИ СМТ. КОРОП",0.016
Запорізька,232237,37391099,"ТОВ ""АКИМЖИЛСЕРВIС"" СМТ.ЯКИМIВКА",0.074
Тернопільська,610074,37399681,"ПП ""КОМУНАЛЬНИК-ПЛЮС"", м.ЗАЛIЩИКИ",0.082
Хмельницька,680644,37399978,"КОМУН. ПIДПР. ""ЛОЗОВЕ КОМУНСЕРВIС""  СМТ  ЛОЗОВЕ ДЕРАЖНЯНСЬКО",0.015
Чернігівська,741741,37444779,"КП ""КУЛИКIВСЬКЕ ВУЖКГ"" СМТ. КУЛИКIВКА",0.027
Дніпропетровська,121142,37490818,"КП ""СОЛОНЯНСЬКЕ ЖКУ"", СОЛОНЯНСЬКИЙ Р-Н",0.057
Закарпатська,210201,37520283,"С.БАКТА, КП""ЖКО ГРАНД""",0.022
Тернопільська,610416,37601414,"КП ""ДОБРОБУТ"", смт.В.БIРКИ",0.017
Хмельницька,680387,37614355,"КП ""ВIНЬКОВЕЦЬКИЙ КОМУНАЛЬНИК"" СМТ ВIНЬКIВЦI",0.033
Запорізька,231677,37622628,"КП ""БЕРДЯНСЬКВОДОКАНАЛ"" БМР М.БЕРДЯНСЬК",5.352
Хмельницька,680738,37625110,"КП""ДОБРОБУТ ПЛЮС"" СМТ.ЯМПIЛЬ БIЛОГIСЬКОГО Р-Н",0.005
Запорізька,230318,37692873,"КП ""ВОДОКАНАЛ""  К-ДНIПРОВСЬКОЇ РР",0.065
Донецька,144506,37696092,"ТОВ ""ГIРНИЧI МАШИНИ - ""ДРУЖКIВСЬКИЙ МАШИНОБУДIВНИЙ ЗАВОД""",0.002
Житомирська,180897,37752790,"МКП ""БЕРДИЧIВКОМУНСЕРВIС""",0.004
Житомирська,180701,37774809,"КОМУНАЛЬНЕ ПIДПРИЄМСТВО ""ВОДОКАНАЛ"" ПЕРШОТРАВНЕВОЇ СЕЛ. РАДИ",0.027
Одеська,512014,37801659,"КП ""ПРОЛIСОК-1"" СМТ IВАНIВКА",0.01
Київська,320306,37917723,"КП УЗИНСЬКОЇ МIСЬКОЇ РАДИ ""УЗИНВОДОКАНАЛ"" М.УЗИН",0.196
Харківська,631931,37948510,"КП ""БУДИ ВОДОКАНАЛ"", ХАРКIВСЬКИЙ Р-Н",0.075
Вінницька,51544,37965489,"ВФТОВ ""ЯБЛУНЕВИЙ ДАР"" М. ЛИПОВЕЦЬ",0.006
Одеська,511934,38052495,"КП ""САРАТА КОМУНСЕРВIС"" СМТ САРАТА",0.047
Рівненська,561389,38059239,"КП ""ДОБРОБУТ"" СМТ.ЗАРIЧНЕ",0.035
Донецька,144027,38221036,"МАКIЇВСЬКЕ ВУВКГ КП ""КОМПАНIЯ ""ВОДА  ДОНБАСУ""",9.15
Донецька,144315,38413516,"КП ""ЗЛАТОУСТIВСЬКЕ"" ЗЛАТОУСТIВСЬКОЇ СIЛЬСЬК.РАДИ, ВОЛНОВАСЬК",0.01
Вінницька,50595,38460241,"ДП ""ПIЩАНКАВОДОКАНАЛ"" КП ""ВIННИЦЯОБЛВОДОКАНАЛ""",0.025
Івано-Франківська,260907,38685825,"КП ""СIЛЬСЬКИЙ ВОДНИК"" С. ТУРКА  КОЛОМИЙСЬКИЙ Р-Н",0.005
Луганська,91638,38817874,"ВП ""ПОПАСНЯНСЬКИЙ ДЕПАРТАМЕНТ"" КП ""ПОПАСНЯНСЬКИЙ РАЙОННИЙ ВО",0.218
Закарпатська,210455,38856617,"СМТ.СОЛОТВИНО, КП""ВОДИ СОЛОТВИНА""",0.062
Запорізька,230068,38983006,"ТОВ  ""ЗАПОРIЗЬКИЙ ТИТАНО-МАГНIЄВИЙ КОМБIНАТ"" М. ЗАПОРIЖЖЯ",0.592
Чернівецька,770521,39100130,"ТОВ ""РОДНИЧОК-1"", НОВОСЕЛИЦЬКИЙ Р-Н, С.БОЯНИ",0.002
Івано-Франківська,260923,39131614,"КП ""ЕКОПОБУТСЕРВIС"" ВОЙНИЛIВСЬКОЇ С.Р. СМТ. ВОЙНИЛIВ КАЛУСЬК",0.007
Харківська,632120,39205649,"ТОВ ""ПРОСТОРИ СЛОБОЖАНЩИНИ"".М.ХАРКIВ",0.263
Херсонська,652700,39262639,"ККУП ""ДЖЕРЕЛО"",КАЛАНЧАЦЬКИЙ РАЙОН,СМТ.КАЛАНЧАК",0.045
Хмельницька,680207,39323502,"ТОВ ""ДIАДА-Д""  (МАСЛОЗАВОД) СМТ.НОВА УШИЦЯ",0.009
Запорізька,230119,39376884,"ТОВ  ""МЕЛIТОПОЛЬСЬКИЙ ОЛIЙНОЕКСТРАЦIЙНИЙ ЗАВОД"" М. МЕЛIТОПОЛ",0.043
Харківська,632068,39402730,"КП ""КОМУНЕНЕРГО"", ХАРКIВСЬКИЙ  Р-Н",0.034
Полтавська,531035,39418096,"ТОВ ""ОРЖИЦЬКИЙ МОЛОКОЗАВОД"", С.ЗАРIГ ОРЖИЦЬКИЙ РАЙОН",0.029
Львівська,460991,39420875,"МППАС ""ШЕГИНI"" ЛЬВIВСЬКОЇ МИТНИЦI ДФС УКРАЇНИ",0.013
Львівська,461006,39420875,"МППАС ""КРАКIВЕЦЬ"" ЛЬВIВСЬКОЇ МИТНИЦI ДФС УКРАЇНИ",0.019
Луганська,91620,39459310,"МКП ""СВАТIВСЬКИЙ ВОДОКАНАЛ"" М. СВАТОВЕ",0.227
Сумська,590234,39580318,"ТОВ ""БУРИНСЬКИЙ МОЛОКОЗАВОД"", М. БУРИНЬ",0.055
Одеська,512023,39713334,"КП""ЛИМАНКОМУНСЕРВIС"" СМТ ЛИМАНСЬКЕ РОЗДIЛЬНЯНСЬКИЙ Р-Н",0.006
Луганська,91622,39816143,"РАЙОННЕ КОМУНАЛЬНЕ ПIДПРИЄМСТВО ""СТАРОБIЛЬСЬКВОДА""  М. СТАРО",0.26
Луганська,91624,39816143,"РАЙОННЕ КОМУНАЛЬНЕ ПIДПРИЄМСТВО ""СТАРОБIЛЬСЬКВОДА""  СМТ. НОВ",0.078
Луганська,91625,39816143,"РАЙОННЕ КОМУНАЛЬНЕ ПIДПРИЄМСТВО ""СТАРОБIЛЬСЬКВОДА"" СМТ. БIЛО",0.052
Луганська,91639,39837961,"ВП ""СВIТЛIЧАНСЬКИЙ ДЕПАРТАМЕНТ"" КП ""ПОПАСНЯНСЬКИЙ РАЙОННИЙ В",0.007
Запорізька,232348,39972828,"КП ""ОРIХIВСЬКИЙ ВОДОКАНАЛ"" ОМР ОРIХIВСЬКИЙ РАЙОН",0.143
Хмельницька,680773,40081221,"ВИРОБ.ПIДРОЗДIЛ ""ЛIНIЙНА ЛIКАРНЯ"" С.КЛУМБIВКА IЗЯСЛВСЬКОГО Р",0.003
Запорізька,230041,40081237,"СП "" ПАСАЖИРСЬКЕ ВАГОННЕ ДЕПО ЗАПОРIЖЖЯ-1"" М.ЗАПОРIЖЖЯ",0.003
Харківська,632104,40306197,"КП ""САЛТIВВОДОКАНАЛ"", ВОВЧАНСЬКИЙ Р-Н",0.015
Миколаївська,480346,40341163,"МКП ""ОЧАКIВВОДОКАНАЛ""",0.223
Харківська,632098,40574323,"КП ""ВОДА ЕСХАРА"", ЧУГУЇВСЬКИЙ Р-Н",0.188
Донецька,144552,40760817,"КП""ВОДОКАНАЛ"" ВУГЛЕДАРСЬКОЇ МIСЬК5ОЇ РАДИ",0.634
Хмельницька,680399,40946445,"КП ""ПОЛОННЕ ТЕПЛОВОДОПОСТАЧАННЯ""  М. ПОЛОННЕ",0.102
Вінницька,51639,41095649,"КП ""ЖМЕРИНКАВОДОКАНАЛ""",0.192
Запорізька,232529,41107067,"ТОВ ""ПIВДЕНЬ-АГРОIНВЕСТ"" ТОКМАЦЬКИЙ Р-Н",0.344
Чернівецька,770514,41122111,"ТОВ ""БУКОВИНСЬКА Ф-КА, ГКД ""ЛАМЕЛЬ"", СТОРОЖИНЕЦЬКИЙ Р-Н, СМТ",0.01
Дніпропетровська,120046,41149437,ТУ БМЕС 1 М. ДНIПРО,0.292
Запорізька,230048,41149437,"ВП""ЗАП.ТЕР.УПРАВЛIННЯ""Ї ФIЛIЇ ""ЦЕНТР БМР ТА ЕКСПЛ..БУД""  ПАТ",0.044
Львівська,460650,41149437,"ВП ""ЛЬВIВ.ТЕР.УПР."" ФIЛIЯ ""ЦБМР БС"" ПАТ ""УКРАЇНСЬКА ЗАЛIЗ.""",0.052
Львівська,460653,41149437,"ВП ""ЛЬВIВ.ТЕР.УПР."" ФIЛIЯ ""ЦБМР БС"" ПАТ ""УКРАЇНСЬКА ЗАЛIЗ.""",0.004
Львівська,460663,41149437,"ВП ""ЛЬВIВ.ТЕР.УПР."" ФIЛIЯ ""ЦБМР БС"" ПАТ ""УКРАЇНСЬКА ЗАЛIЗ.""",0.023
Харківська,632143,41149437,"ВП ""СУМСЬКЕ ТЕРИТОРIАОЬНЕ УПРАВЛIННЯ "" ФIЛIЇ ""БМЕС"" ПАТ ""УКР",0.002
Полтавська,530227,41289754,"КОМУНАЛЬНЕ ПIДПРИЄМСТВО ""ГЛОБИНСЬКЕ"" ГМР, М. ГЛОБИНЕ",0.009
Харківська,632145,41390693,"КП ""АКВА"" ШЕВЧЕНКIВСЬКОЇ СIЛЬРАДИ,",0.059
Івано-Франківська,260392,41402290,"ТОВ ""ПОЛIСМОЛИ"" С-ЩЕ ВИГОДА ДОЛИНСЬКИЙ Р-Н",0.007
Харківська,632141,41405835,"КП ""ТЕПЛОВI МЕРЕЖI РОГАНСЬКОЇ СЕЛЬРАДИ"", ХАРКIВСЬКИЙ Р-Н",0.293
Харківська,632150,41615585,"КП ПЯТИГIРСЬКОЇ СIЛЬСЬКОЇ РАДИ, БАЛАКЛIЙСЬКИЙ Р-Н",0.17
Львівська,460967,41909729,"КП ""ЗАПИТIВ"", СМТ. ЗАПИТIВ",0.009
Миколаївська,480886,42560752,"КП ОМР ""ОЧАКIВ-СЕРВIС""",0.019
Дніпропетровська,120601,,"ВП "" ЕРАСТIВСЬКИЙ КАРЄР"",  П'ЯТИХАТСЬКИЙ Р-Н",0.013
Одеська,510823,,СГП КIЛIЙСЬКОГО Р-НУ,1.666
